crs_dep_time,dep_time,taxi_out,wheels_off,wheels_on,taxi_in,crs_arr_time,arr_time,cancelled,diverted,crs_elapsed_time,actual_elapsed_time,air_time,flights,distance,dep_time_of_day,arr_time_of_day,mean_arr_delay_orig_airport,mean_arr_delay_dest_airport,mean_arr_delay_carrier,year,month,day,orig_weather_categ_empty,orig_weather_categ_no weather data,orig_weather_categ_rain,orig_weather_categ_snow,orig_weather_categ_snow & rain,orig_weather_categ_sunny,dest_weather_categ_empty,dest_weather_categ_no weather data,dest_weather_categ_rain,dest_weather_categ_snow,dest_weather_categ_snow & rain,dest_weather_categ_sunny
1347,1343.0,42.0,1425.0,1505.0,4.0,1457,1509.0,0.0,0.0,70.0,86.0,40.0,1.0,216.0,1,1,-3.095890410958904,-0.8571428571428571,3.8926503340757237,2019,4,18,0,0,0,0,0,1,0,0,0,0,0,1
750,0.0,0.0,0.0,0.0,0.0,1410,0.0,1.0,0.0,260.0,0.0,0.0,1.0,1846.0,0,1,3.780821917808219,6.559837728194726,5.238848337388483,2019,4,15,0,0,1,0,0,0,0,0,0,0,0,1
1442,1436.0,24.0,1500.0,1714.0,7.0,1604,1721.0,0.0,1.0,82.0,0.0,0.0,1.0,236.0,1,1,5.229665071770335,12.79734219269103,5.238848337388483,2018,10,26,0,0,0,0,0,1,0,0,0,0,0,1
800,752.0,21.0,813.0,839.0,6.0,850,845.0,0.0,0.0,50.0,53.0,26.0,1.0,93.0,0,0,3.3803418803418803,-3.888888888888889,0.2513274336283186,2019,5,8,0,0,0,0,0,1,0,0,0,0,0,1
1905,1928.0,11.0,1939.0,103.0,6.0,50,109.0,0.0,0.0,225.0,221.0,204.0,1.0,1703.0,2,2,11.076335877862595,11.274809160305344,4.019512195121951,2019,12,21,0,0,0,0,0,1,0,0,0,0,0,0
1830,1838.0,29.0,1907.0,2019.0,4.0,2002,2023.0,0.0,0.0,92.0,105.0,72.0,1.0,372.0,2,3,1.3088235294117647,5.244131455399061,8.433741351782864,2019,1,17,0,0,1,0,0,0,0,0,1,0,0,0
948,937.0,21.0,958.0,1349.0,7.0,1406,1356.0,0.0,0.0,198.0,199.0,171.0,1.0,1310.0,0,1,4.371794871794871,6.617142857142857,16.61875,2019,8,23,0,0,0,0,0,1,0,0,1,0,0,0
745,0.0,0.0,0.0,0.0,0.0,1343,0.0,1.0,0.0,238.0,0.0,0.0,1.0,1671.0,0,1,6.8076923076923075,6.559837728194726,5.238848337388483,2019,8,27,0,0,0,0,0,1,0,0,0,0,0,1
1845,1854.0,36.0,1930.0,1920.0,8.0,1911,1928.0,0.0,0.0,86.0,94.0,50.0,1.0,328.0,2,3,3.342857142857143,9.380952380952381,5.238848337388483,2019,7,6,0,0,0,0,0,0,0,0,0,0,0,1
1850,1846.0,16.0,1902.0,2018.0,5.0,2033,2023.0,0.0,0.0,223.0,217.0,196.0,1.0,1313.0,2,3,7.691891891891892,-5.833333333333333,5.238848337388483,2019,4,30,0,0,1,0,0,0,0,0,0,0,0,1
1620,1620.0,10.0,1630.0,1718.0,11.0,1735,1729.0,0.0,0.0,195.0,189.0,168.0,1.0,1235.0,1,3,3.2388059701492535,2.7822222222222224,4.019512195121951,2019,10,26,0,0,0,0,0,0,0,0,0,0,0,1
1218,1212.0,24.0,1236.0,1311.0,3.0,1316,1314.0,0.0,0.0,118.0,122.0,95.0,1.0,669.0,1,1,2.3300395256916997,-1.6857142857142857,3.8926503340757237,2018,6,5,0,0,0,0,0,1,0,0,0,0,0,1
1335,1339.0,0.0,0.0,0.0,0.0,1411,1413.0,0.0,0.0,36.0,34.0,0.0,1.0,84.0,1,1,-7.5,2.183333333333333,1.0377358490566038,2018,5,6,0,1,0,0,0,0,0,0,1,0,0,0
1934,2059.0,14.0,2113.0,2216.0,3.0,2120,2219.0,0.0,0.0,166.0,140.0,123.0,1.0,907.0,2,2,2.3300395256916997,5.509433962264151,3.8926503340757237,2018,2,11,0,0,1,0,0,0,0,0,0,0,0,1
1808,1758.0,9.0,1807.0,1837.0,53.0,1910,1930.0,0.0,0.0,62.0,92.0,30.0,1.0,109.0,2,3,4.7272727272727275,6.559837728194726,5.238848337388483,2018,10,3,0,0,1,0,0,0,0,0,1,0,0,0
2025,2125.0,20.0,2145.0,2223.0,14.0,2138,2237.0,0.0,0.0,73.0,72.0,38.0,1.0,198.0,2,2,13.978378378378379,15.789473684210526,5.238848337388483,2018,3,28,0,0,1,0,0,0,0,0,0,0,0,0
1805,1842.0,22.0,1904.0,1936.0,13.0,1910,1949.0,0.0,0.0,125.0,127.0,92.0,1.0,674.0,2,3,3.2956521739130435,-2.0985915492957745,4.019512195121951,2018,7,24,0,0,1,0,0,0,0,0,0,0,0,1
1115,1241.0,10.0,1251.0,1343.0,5.0,1225,1348.0,0.0,0.0,70.0,67.0,52.0,1.0,333.0,0,1,-3.6666666666666665,3.857142857142857,4.019512195121951,2019,8,17,0,0,0,0,0,1,0,0,0,0,0,0
932,930.0,18.0,948.0,1004.0,3.0,1015,1007.0,0.0,0.0,103.0,97.0,76.0,1.0,500.0,0,0,2.3300395256916997,-7.285714285714286,3.8926503340757237,2018,6,12,0,0,1,0,0,0,0,0,1,0,0,0
1253,1252.0,16.0,1308.0,1402.0,17.0,1410,1419.0,0.0,0.0,77.0,87.0,54.0,1.0,270.0,1,1,9.73913043478261,-0.040169133192389,3.8926503340757237,2018,3,22,0,0,0,0,0,1,0,0,0,0,0,1
1020,1014.0,25.0,1039.0,1215.0,7.0,1220,1222.0,0.0,0.0,180.0,188.0,156.0,1.0,1089.0,0,1,13.978378378378379,-2.0985915492957745,5.238848337388483,2019,6,14,0,0,0,0,0,1,0,0,0,0,0,1
1940,1930.0,9.0,1939.0,2146.0,4.0,2205,2150.0,0.0,0.0,145.0,140.0,127.0,1.0,838.0,2,2,-3.6666666666666665,-0.1623931623931624,0.2513274336283186,2019,3,29,0,0,0,0,0,1,0,0,1,0,0,0
1830,1823.0,23.0,1846.0,1942.0,10.0,2005,1952.0,0.0,0.0,95.0,89.0,56.0,1.0,337.0,2,3,-0.7767857142857143,5.244131455399061,0.2513274336283186,2018,10,24,0,0,0,0,0,1,0,0,0,0,0,0
1845,1835.0,9.0,1844.0,2024.0,10.0,2056,2034.0,0.0,0.0,131.0,119.0,100.0,1.0,642.0,2,3,11.787878787878787,11.608910891089108,8.433741351782864,2018,1,25,0,0,0,0,0,1,0,0,0,0,0,1
2215,2207.0,13.0,2220.0,2308.0,4.0,2335,2312.0,0.0,0.0,80.0,65.0,48.0,1.0,349.0,3,2,11.076335877862595,-0.15384615384615385,4.019512195121951,2018,8,13,0,0,0,0,0,1,0,0,0,0,0,1
1730,1744.0,14.0,1758.0,1847.0,5.0,1840,1852.0,0.0,0.0,70.0,68.0,49.0,1.0,258.0,2,3,2.5317460317460316,2.7822222222222224,4.019512195121951,2019,2,6,0,0,1,0,0,0,0,0,0,0,0,1
1450,1449.0,11.0,1500.0,1602.0,6.0,1620,1608.0,0.0,0.0,90.0,79.0,62.0,1.0,395.0,1,1,6.035398230088496,5.515463917525773,4.019512195121951,2019,8,27,0,0,0,0,0,1,0,0,1,0,0,0
935,1215.0,13.0,1228.0,1522.0,5.0,1324,1527.0,0.0,0.0,469.0,432.0,414.0,1.0,3414.0,0,1,11.076335877862595,-1.5294117647058822,8.433741351782864,2019,4,29,0,0,1,0,0,0,0,0,1,0,0,0
1739,1738.0,23.0,1801.0,1833.0,12.0,1905,1845.0,0.0,0.0,146.0,127.0,92.0,1.0,606.0,2,3,2.3300395256916997,6.559837728194726,5.238848337388483,2018,10,10,0,0,1,0,0,0,0,0,1,0,0,0
2020,0.0,0.0,0.0,0.0,0.0,55,0.0,1.0,0.0,155.0,0.0,0.0,1.0,1129.0,2,2,2.5317460317460316,2.526315789473684,4.019512195121951,2018,4,25,0,0,0,0,0,1,0,0,1,0,0,0
640,639.0,9.0,648.0,705.0,7.0,725,712.0,0.0,0.0,105.0,93.0,77.0,1.0,533.0,0,0,-1.6527777777777777,8.167138810198301,4.019512195121951,2019,8,3,0,0,1,0,0,0,0,0,0,0,0,1
1046,1047.0,24.0,1111.0,1322.0,3.0,1328,1325.0,0.0,0.0,162.0,158.0,131.0,1.0,920.0,0,1,13.978378378378379,0.3263157894736842,5.238848337388483,2018,9,17,0,0,1,0,0,0,0,0,0,0,0,1
1715,1708.0,11.0,1719.0,2213.0,11.0,2236,2224.0,0.0,0.0,201.0,196.0,174.0,1.0,1558.0,2,2,11.076335877862595,9.715909090909092,8.433741351782864,2019,11,24,0,0,0,0,0,1,0,0,1,0,0,0
845,852.0,15.0,907.0,949.0,3.0,955,952.0,0.0,0.0,70.0,60.0,42.0,1.0,277.0,0,0,3.2388059701492535,-8.333333333333334,4.019512195121951,2019,9,13,0,0,0,0,0,1,0,0,1,0,0,0
601,558.0,21.0,619.0,850.0,177.0,846,1147.0,0.0,0.0,165.0,349.0,151.0,1.0,925.0,0,0,8.890721649484536,1.1483253588516746,10.057142857142857,2019,9,19,0,0,0,0,0,1,0,0,1,0,0,0
611,559.0,20.0,619.0,724.0,7.0,754,731.0,0.0,0.0,103.0,92.0,65.0,1.0,419.0,0,0,6.6,5.853982300884955,5.238848337388483,2019,7,25,0,0,0,0,0,1,0,0,0,0,0,1
600,552.0,11.0,603.0,541.0,12.0,618,553.0,0.0,0.0,78.0,61.0,38.0,1.0,177.0,0,0,13.0,6.559837728194726,5.238848337388483,2019,2,12,0,0,1,0,0,0,0,0,0,0,1,0
645,641.0,22.0,703.0,730.0,6.0,732,736.0,0.0,0.0,47.0,55.0,27.0,1.0,77.0,0,0,5.733333333333333,9.845454545454546,8.433741351782864,2018,11,21,0,0,0,0,0,1,0,0,0,0,0,1
1511,1508.0,25.0,1533.0,1727.0,17.0,1749,1744.0,0.0,0.0,218.0,216.0,174.0,1.0,1303.0,1,3,13.978378378378379,6.182608695652174,5.238848337388483,2019,8,25,0,0,0,0,0,1,0,0,0,0,0,1
545,539.0,18.0,557.0,745.0,3.0,815,748.0,0.0,0.0,150.0,129.0,108.0,1.0,945.0,0,0,13.0,3.2093023255813953,4.019512195121951,2019,12,4,0,0,0,0,0,1,0,0,0,0,0,0
1715,1745.0,13.0,1758.0,1805.0,2.0,1735,1807.0,0.0,0.0,80.0,82.0,67.0,1.0,328.0,2,3,6.6,-1.6857142857142857,4.019512195121951,2018,11,21,0,0,0,0,0,0,0,0,0,0,0,0
2240,2229.0,16.0,2245.0,2337.0,3.0,3,2340.0,0.0,0.0,83.0,71.0,52.0,1.0,327.0,3,2,7.691891891891892,-16.5,5.238848337388483,2019,7,13,0,0,0,0,0,1,0,0,0,0,0,1
1125,1118.0,12.0,1130.0,1434.0,23.0,1512,1457.0,0.0,0.0,167.0,159.0,124.0,1.0,1009.0,0,1,-1.7521367521367521,9.380952380952381,5.238848337388483,2018,2,24,0,0,1,0,0,0,0,0,0,0,0,1
2215,2346.0,10.0,2356.0,131.0,5.0,20,136.0,0.0,0.0,125.0,110.0,95.0,1.0,672.0,3,2,0.6896551724137931,4.681632653061224,4.019512195121951,2019,1,2,0,0,0,0,0,1,0,0,0,0,0,0
1845,1851.0,15.0,1906.0,2117.0,6.0,2126,2123.0,0.0,0.0,161.0,152.0,131.0,1.0,933.0,2,2,2.5317460317460316,-0.1623931623931624,0.2513274336283186,2018,1,21,0,0,0,0,0,1,0,0,1,0,0,0
1109,1152.0,14.0,1206.0,1431.0,5.0,1404,1436.0,0.0,0.0,175.0,164.0,145.0,1.0,946.0,0,1,8.886138613861386,-0.040169133192389,3.8926503340757237,2018,12,31,0,0,1,0,0,0,0,0,1,0,0,0
2105,2111.0,23.0,2134.0,2215.0,6.0,2215,2221.0,0.0,0.0,70.0,70.0,41.0,1.0,236.0,3,2,5.229665071770335,12.79734219269103,4.019512195121951,2018,6,24,0,0,0,0,0,1,0,0,0,0,0,0
850,845.0,8.0,853.0,1020.0,4.0,1035,1024.0,0.0,0.0,105.0,99.0,87.0,1.0,569.0,0,0,-1.7521367521367521,3.857142857142857,4.019512195121951,2019,9,2,0,0,0,0,0,1,0,0,0,0,0,1
933,929.0,27.0,956.0,1224.0,4.0,1231,1228.0,0.0,0.0,178.0,179.0,148.0,1.0,1065.0,0,1,13.230392156862745,11.274809160305344,12.448753462603879,2018,11,21,0,0,0,0,0,1,0,0,1,0,0,0
2125,2122.0,10.0,2132.0,2343.0,3.0,2355,2346.0,0.0,0.0,90.0,84.0,71.0,1.0,512.0,3,2,0.6896551724137931,1.5714285714285714,4.019512195121951,2018,9,4,0,0,0,0,0,1,0,0,0,0,0,1
600,600.0,15.0,615.0,705.0,5.0,725,710.0,0.0,0.0,85.0,70.0,50.0,1.0,266.0,0,0,-0.45454545454545453,9.01863354037267,3.8926503340757237,2018,6,17,0,0,0,0,0,1,0,0,0,0,0,1
820,817.0,30.0,847.0,1355.0,4.0,1345,1359.0,0.0,0.0,205.0,222.0,188.0,1.0,1379.0,0,1,-0.7767857142857143,1.1483253588516746,5.238848337388483,2018,2,21,0,0,0,0,0,1,0,0,1,0,0,0
1014,1150.0,12.0,1202.0,1325.0,8.0,1213,1333.0,0.0,0.0,119.0,103.0,83.0,1.0,507.0,0,1,13.978378378378379,24.59016393442623,16.61875,2019,7,23,0,0,1,0,0,0,0,0,0,0,0,1
1517,1528.0,18.0,1546.0,1803.0,10.0,1800,1813.0,0.0,0.0,163.0,165.0,137.0,1.0,852.0,1,3,4.371794871794871,6.182608695652174,5.238848337388483,2019,3,2,0,0,0,0,0,0,0,0,1,0,0,0
1401,1409.0,22.0,1431.0,1935.0,14.0,1942,1949.0,0.0,0.0,221.0,220.0,184.0,1.0,1532.0,1,3,2.5317460317460316,5.509433962264151,3.8926503340757237,2019,7,28,0,0,0,0,0,0,0,0,1,0,0,0
935,936.0,24.0,1000.0,1152.0,5.0,1148,1157.0,0.0,0.0,313.0,321.0,292.0,1.0,2338.0,0,0,3.780821917808219,-4.384615384615385,8.433741351782864,2018,4,9,0,0,0,0,0,0,0,1,0,0,0,0
1533,1530.0,13.0,1543.0,1538.0,9.0,1600,1547.0,0.0,0.0,87.0,77.0,55.0,1.0,264.0,1,1,2.1746031746031744,6.559837728194726,5.238848337388483,2019,3,10,0,0,0,0,0,0,0,0,1,0,0,0
634,621.0,26.0,647.0,821.0,11.0,837,832.0,0.0,0.0,123.0,131.0,94.0,1.0,547.0,0,0,3.347826086956522,-0.040169133192389,5.238848337388483,2018,2,6,0,0,0,0,0,1,0,0,0,0,0,0
645,644.0,11.0,655.0,739.0,18.0,750,757.0,0.0,0.0,65.0,73.0,44.0,1.0,255.0,0,0,5.229665071770335,9.380952380952381,4.019512195121951,2018,9,24,0,0,0,0,0,1,0,0,0,0,0,1
734,731.0,10.0,741.0,902.0,7.0,945,909.0,0.0,0.0,311.0,278.0,261.0,1.0,2158.0,0,0,12.938144329896907,12.79734219269103,3.8926503340757237,2019,9,5,0,0,0,0,0,1,0,0,0,0,0,1
1617,1612.0,22.0,1634.0,1719.0,12.0,1739,1731.0,0.0,0.0,82.0,79.0,45.0,1.0,223.0,1,3,20.25,-0.040169133192389,3.8926503340757237,2019,12,12,0,0,1,0,0,0,0,0,1,0,0,0
900,858.0,9.0,907.0,1005.0,9.0,1020,1014.0,0.0,0.0,80.0,76.0,58.0,1.0,326.0,0,0,-3.3,5.244131455399061,4.019512195121951,2018,3,4,0,0,0,0,0,1,0,0,0,0,0,1
1230,1457.0,12.0,1509.0,1636.0,11.0,1421,1647.0,0.0,0.0,111.0,110.0,87.0,1.0,661.0,1,1,2.1746031746031744,13.5,3.8926503340757237,2019,10,15,0,0,1,0,0,0,0,0,0,0,0,1
1630,1752.0,51.0,1843.0,1919.0,12.0,1749,1931.0,0.0,0.0,139.0,159.0,96.0,1.0,599.0,1,3,6.291970802919708,6.559837728194726,5.238848337388483,2019,4,20,0,0,0,0,0,0,0,0,0,0,0,1
1650,1641.0,8.0,1649.0,1820.0,5.0,1900,1825.0,0.0,0.0,130.0,104.0,91.0,1.0,588.0,1,3,1.0833333333333333,11.608910891089108,8.433741351782864,2018,4,12,0,0,0,0,0,1,0,0,0,0,0,0
2209,2159.0,19.0,2218.0,2321.0,4.0,2335,2325.0,0.0,0.0,86.0,86.0,63.0,1.0,413.0,3,2,6.291970802919708,92.125,5.238848337388483,2018,7,4,0,0,1,0,0,0,0,0,1,0,0,0
1545,1544.0,38.0,1622.0,1915.0,10.0,1915,1925.0,0.0,0.0,210.0,221.0,173.0,1.0,1096.0,1,3,9.065217391304348,-0.5247524752475248,3.8926503340757237,2018,1,17,0,0,0,0,1,0,0,0,0,0,0,0
1320,1313.0,7.0,1320.0,1451.0,9.0,1507,1500.0,0.0,0.0,107.0,107.0,91.0,1.0,349.0,1,1,6.035398230088496,5.509433962264151,3.8926503340757237,2019,12,9,0,0,1,0,0,0,0,0,0,1,0,0
1440,1437.0,18.0,1455.0,1705.0,13.0,1723,1718.0,0.0,0.0,223.0,221.0,190.0,1.0,1325.0,1,3,13.978378378378379,1.1483253588516746,8.433741351782864,2019,7,28,0,0,0,0,0,1,0,0,1,0,0,0
1539,1536.0,30.0,1606.0,1840.0,4.0,1853,1844.0,0.0,0.0,194.0,188.0,154.0,1.0,1005.0,1,3,4.462068965517242,0.3263157894736842,3.8926503340757237,2019,3,16,0,0,0,0,0,1,0,0,0,0,0,0
1729,1741.0,79.0,1900.0,2012.0,5.0,1909,2017.0,0.0,0.0,100.0,156.0,72.0,1.0,539.0,2,3,7.691891891891892,22.77777777777778,5.238848337388483,2019,7,6,0,0,0,0,0,1,0,0,0,0,0,1
707,1218.0,55.0,1313.0,1602.0,6.0,1030,1608.0,0.0,0.0,143.0,170.0,109.0,1.0,738.0,0,0,15.212121212121213,5.853982300884955,3.8926503340757237,2019,1,28,0,0,0,1,0,0,0,0,0,0,0,1
1943,1942.0,40.0,2022.0,2128.0,3.0,2117,2131.0,0.0,0.0,94.0,109.0,66.0,1.0,416.0,2,2,8.890721649484536,4.414634146341464,8.433741351782864,2018,2,28,0,0,0,0,0,0,0,0,0,0,0,1
1601,1555.0,25.0,1620.0,1704.0,10.0,1727,1714.0,0.0,0.0,86.0,79.0,44.0,1.0,257.0,1,3,13.978378378378379,12.6875,5.238848337388483,2018,9,9,0,0,1,0,0,0,0,0,0,0,0,1
2155,2200.0,12.0,2212.0,33.0,7.0,40,40.0,0.0,0.0,105.0,100.0,81.0,1.0,616.0,3,2,2.5849056603773586,6.617142857142857,4.019512195121951,2019,4,28,0,0,0,0,0,1,0,0,0,0,0,1
1359,1356.0,20.0,1416.0,1615.0,13.0,1652,1628.0,0.0,0.0,233.0,212.0,179.0,1.0,1391.0,1,1,4.462068965517242,6.182608695652174,3.8926503340757237,2018,10,1,0,0,0,0,0,0,0,0,1,0,0,0
1040,1039.0,12.0,1051.0,1205.0,3.0,1205,1208.0,0.0,0.0,85.0,89.0,74.0,1.0,430.0,0,1,2.1746031746031744,-1.5,4.019512195121951,2019,9,17,0,0,0,0,0,1,0,0,0,0,0,1
2115,2123.0,11.0,2134.0,2216.0,4.0,2217,2220.0,0.0,0.0,182.0,177.0,162.0,1.0,1137.0,3,2,24.185185185185187,-11.666666666666666,6.624,2018,11,2,0,0,1,0,0,0,0,0,0,0,0,1
1515,1506.0,15.0,1521.0,1644.0,6.0,1714,1650.0,0.0,0.0,119.0,104.0,83.0,1.0,640.0,1,3,2.3300395256916997,8.08695652173913,3.8926503340757237,2019,10,25,0,0,1,0,0,0,0,0,0,0,0,0
1815,1816.0,12.0,1828.0,2107.0,3.0,2110,2110.0,0.0,0.0,175.0,174.0,159.0,1.0,1237.0,2,2,12.938144329896907,9.53125,4.019512195121951,2019,10,27,0,0,1,0,0,0,0,0,0,0,0,1
1800,1754.0,37.0,1831.0,2043.0,4.0,2100,2047.0,0.0,0.0,180.0,173.0,132.0,1.0,997.0,2,2,13.230392156862745,0.3263157894736842,8.433741351782864,2019,10,14,0,0,0,0,0,1,0,0,0,0,0,1
2210,2211.0,12.0,2223.0,2318.0,4.0,2325,2322.0,0.0,0.0,75.0,71.0,55.0,1.0,327.0,3,2,0.3026315789473684,0.5925925925925926,4.019512195121951,2019,4,28,0,0,1,0,0,0,0,0,1,0,0,0
1130,1141.0,21.0,1202.0,1307.0,4.0,1310,1311.0,0.0,0.0,100.0,90.0,65.0,1.0,539.0,0,1,7.691891891891892,22.77777777777778,5.238848337388483,2019,12,2,0,0,0,0,0,1,0,0,0,0,0,1
1320,1315.0,9.0,1324.0,1415.0,4.0,1439,1419.0,0.0,0.0,79.0,64.0,51.0,1.0,284.0,1,1,4.371794871794871,-7.5,3.8926503340757237,2018,4,25,0,0,0,0,0,1,0,0,0,0,0,1
1808,1801.0,13.0,1814.0,1952.0,7.0,2024,1959.0,0.0,0.0,136.0,118.0,98.0,1.0,583.0,2,3,-3.32,6.559837728194726,8.433741351782864,2019,11,25,0,0,0,0,0,1,0,0,0,0,0,1
600,556.0,28.0,624.0,1425.0,5.0,1442,1430.0,0.0,0.0,342.0,334.0,301.0,1.0,2704.0,0,1,3.780821917808219,5.153846153846154,8.433741351782864,2018,8,2,0,0,0,0,0,0,0,0,0,0,0,0
1302,1255.0,11.0,1306.0,1325.0,6.0,1351,1331.0,0.0,0.0,109.0,96.0,79.0,1.0,483.0,1,1,36.5,8.167138810198301,8.433741351782864,2018,12,15,0,0,0,0,0,1,0,0,0,0,0,1
1135,1214.0,6.0,1220.0,1324.0,5.0,1310,1329.0,0.0,0.0,215.0,195.0,184.0,1.0,1444.0,0,1,6.035398230088496,9.380952380952381,4.019512195121951,2019,7,12,0,0,0,0,0,1,0,0,0,0,0,1
1250,1244.0,18.0,1302.0,1348.0,2.0,1358,1350.0,0.0,0.0,68.0,66.0,46.0,1.0,236.0,1,1,4.371794871794871,11.166666666666666,3.8926503340757237,2018,7,21,0,0,0,0,0,1,0,0,1,0,0,0
1714,1737.0,12.0,1749.0,1912.0,36.0,1910,1948.0,0.0,0.0,116.0,131.0,83.0,1.0,547.0,2,3,2.3300395256916997,7.389830508474576,3.8926503340757237,2019,6,18,0,0,1,0,0,0,0,0,1,0,0,0
1710,1707.0,16.0,1723.0,1826.0,3.0,1855,1829.0,0.0,0.0,105.0,82.0,63.0,1.0,420.0,2,3,22.5,-4.423076923076923,8.433741351782864,2018,9,22,0,0,1,0,0,0,0,0,0,0,0,1
820,817.0,16.0,833.0,937.0,5.0,946,942.0,0.0,0.0,86.0,85.0,64.0,1.0,413.0,0,0,22.5,5.153846153846154,8.433741351782864,2018,10,30,0,0,0,0,0,1,0,0,0,0,0,1
2110,2101.0,7.0,2108.0,2120.0,5.0,2135,2125.0,0.0,0.0,85.0,84.0,72.0,1.0,496.0,3,2,0.625,2.727272727272727,4.019512195121951,2019,8,29,0,0,0,0,0,1,0,0,0,0,0,0
1325,1332.0,19.0,1351.0,1524.0,6.0,1540,1530.0,0.0,0.0,135.0,118.0,93.0,1.0,679.0,1,1,3.780821917808219,4.681632653061224,0.2513274336283186,2019,2,24,0,0,0,0,0,0,0,0,1,0,0,0
1049,1049.0,14.0,1103.0,1515.0,5.0,1527,1520.0,0.0,0.0,218.0,211.0,192.0,1.0,1562.0,0,1,7.691891891891892,5.153846153846154,5.238848337388483,2019,1,27,0,0,0,0,0,1,0,0,0,0,0,1
1432,1444.0,35.0,1519.0,1824.0,8.0,1808,1832.0,0.0,0.0,156.0,168.0,125.0,1.0,966.0,1,3,5.0594059405940595,11.274809160305344,8.433741351782864,2019,9,23,0,0,1,0,0,0,0,0,0,0,0,1
1305,1313.0,16.0,1329.0,2038.0,20.0,2115,2058.0,0.0,0.0,310.0,285.0,249.0,1.0,2398.0,1,2,-2.4029850746268657,5.244131455399061,1.0377358490566038,2019,4,7,0,0,0,0,0,1,0,0,0,0,0,0
2130,2143.0,10.0,2153.0,2340.0,9.0,2345,2349.0,0.0,0.0,135.0,126.0,107.0,1.0,787.0,3,2,0.3026315789473684,6.617142857142857,4.019512195121951,2019,6,7,0,0,0,0,0,0,0,0,1,0,0,0
1515,1536.0,18.0,1554.0,1636.0,4.0,1620,1640.0,0.0,0.0,65.0,64.0,42.0,1.0,224.0,1,1,3.3803418803418803,-0.6521739130434783,3.8926503340757237,2018,4,7,0,0,1,0,0,0,0,0,1,0,0,0
707,701.0,14.0,715.0,824.0,8.0,901,832.0,0.0,0.0,234.0,211.0,189.0,1.0,1330.0,0,0,-1.1111111111111112,12.79734219269103,5.238848337388483,2019,3,25,0,0,0,0,0,0,0,0,0,0,0,1
1437,1427.0,9.0,1436.0,1649.0,11.0,1710,1700.0,0.0,0.0,93.0,93.0,73.0,1.0,448.0,1,3,1.6666666666666667,-0.040169133192389,3.8926503340757237,2019,4,6,0,0,1,0,0,0,0,0,0,0,0,0
840,837.0,10.0,847.0,1145.0,10.0,1203,1155.0,0.0,0.0,143.0,138.0,118.0,1.0,919.0,0,1,6.6125,6.257575757575758,6.624,2019,5,20,0,0,1,0,0,0,0,0,0,0,0,0
1657,1646.0,14.0,1700.0,1734.0,4.0,1744,1738.0,0.0,0.0,47.0,52.0,34.0,1.0,213.0,1,3,-6.0,-14.5,0.2513274336283186,2018,9,6,0,0,0,0,0,0,0,0,0,0,0,1
943,955.0,22.0,1017.0,1414.0,12.0,1415,1426.0,0.0,0.0,212.0,211.0,177.0,1.0,1547.0,0,1,2.3300395256916997,9.53125,3.8926503340757237,2018,2,1,0,0,1,0,0,0,0,0,0,0,0,0
1734,1729.0,16.0,1745.0,2032.0,2.0,2046,2034.0,0.0,0.0,132.0,125.0,107.0,1.0,737.0,2,3,3.780821917808219,4.285714285714286,8.433741351782864,2018,8,26,0,0,0,0,0,0,0,0,0,0,0,0
810,808.0,9.0,817.0,903.0,5.0,924,908.0,0.0,0.0,74.0,60.0,46.0,1.0,306.0,0,0,2.3300395256916997,14.5,3.8926503340757237,2018,2,8,0,0,0,0,0,1,0,0,0,0,0,1
1555,1555.0,27.0,1622.0,2338.0,8.0,10,2346.0,0.0,0.0,315.0,291.0,256.0,1.0,2402.0,1,2,3.3803418803418803,11.608910891089108,0.2513274336283186,2019,4,8,0,0,1,0,0,0,0,0,1,0,0,0
2226,2220.0,16.0,2236.0,2311.0,8.0,2328,2319.0,0.0,0.0,122.0,119.0,95.0,1.0,674.0,3,2,3.2956521739130435,-2.0985915492957745,10.057142857142857,2018,4,18,0,0,0,0,0,1,0,0,0,0,0,1
700,655.0,37.0,732.0,821.0,3.0,820,824.0,0.0,0.0,80.0,89.0,49.0,1.0,237.0,0,0,-1.7727272727272727,9.715909090909092,5.238848337388483,2018,7,14,0,0,0,0,0,0,0,0,0,0,0,1
710,701.0,11.0,712.0,834.0,9.0,908,843.0,0.0,0.0,178.0,162.0,142.0,1.0,1119.0,0,0,3.2956521739130435,6.182608695652174,10.057142857142857,2018,7,3,0,0,1,0,0,0,0,0,0,0,0,1
1230,1223.0,13.0,1236.0,1320.0,4.0,1349,1324.0,0.0,0.0,79.0,61.0,44.0,1.0,296.0,1,1,22.5,7.739130434782608,8.433741351782864,2019,3,15,0,0,1,0,0,0,0,0,1,0,0,0
710,759.0,9.0,808.0,1327.0,10.0,1302,1337.0,0.0,0.0,232.0,218.0,199.0,1.0,1739.0,0,1,-1.7521367521367521,6.559837728194726,8.433741351782864,2018,7,26,0,0,0,0,0,1,0,0,0,0,0,1
2120,2110.0,17.0,2127.0,520.0,4.0,555,524.0,0.0,0.0,335.0,314.0,293.0,1.0,2554.0,3,0,3.3803418803418803,6.617142857142857,0.2513274336283186,2018,4,29,0,0,0,0,0,0,0,0,0,0,0,1
